undefined;Município;Grande Grupamento Atividade Econômica;Atividade Econômica;CNAE 2.0 Seção;CNAE 2.0 Divisão;CNAE 2.0 Grupo;CNAE 2.0 Classe;CNAE 2.0 Subclasse;Admitidos;Desligados;Saldo;Estoque;Variação Relativa;Tempo de Emprego;Ano_Ref;Mes_Ref
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Equipamentos de Informática e Comunicação;;;14;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Equipamentos de Informática e Comunicação;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Equipamentos de Informática e Comunicação;;;1;0.0;1;16;0.066666666666666666;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Equipamentos de Informática e Comunicação;;;11;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Equipamentos de Informática e Comunicação;;;19;;;;;;2025;Outubro
15.08;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Material de Construção;;;;;;;;;2025;Outubro
17.4;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Material de Construção;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Material de Construção;;;1;0.0;1;22;0.047619047619047616;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Material de Construção;;;1;0.0;63;0;1;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Material de Construção;;;0;-1.0;33;-0.029411764705882353;10;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Material de Construção;;;19;7.0;12;385;0.032171581769437;13;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Material de Construção;;;3;10.0;-7;139;-0.047945205479452052;24.5;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Material de Construção;;;6;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Material de Construção;;;1;1.0;0;3;0;1;2025;Outubro
5;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Material de Construção;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Material de Construção;;;2;3.0;-1;48;-0.020408163265306121;5;2025;Outubro
6;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Material de Construção;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Material de Construção;;;3;1.0;2;61;0.033898305084745763;6;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Material de Construção;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Material de Construção;;;0;-1.0;41;-0.023809523809523808;8;;2025;Outubro
13.34;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Alimentícios, Bebidas e Fumo;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Alimentícios, Bebidas e Fumo;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Alimentícios, Bebidas e Fumo;;;53;;;;;;2025;Outubro
15.8;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Alimentícios, Bebidas e Fumo;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Alimentícios, Bebidas e Fumo;;;9;5.0;4;100;0.041666666666666664;15.8;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Alimentícios, Bebidas e Fumo;;;1;0.0;1;13;0.083333333333333329;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Alimentícios, Bebidas e Fumo;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Alimentícios, Bebidas e Fumo;;;4;5.0;-1;39;-0.025;33.4;2025;Outubro
5.5789473684210522;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Alimentícios, Bebidas e Fumo;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Alimentícios, Bebidas e Fumo;;;7;12.0;-5;95;-0.05;4.166666666666667;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Alimentícios, Bebidas e Fumo;;;5;7.0;-2;105;-0.018691588785046728;8;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Alimentícios, Bebidas e Fumo;;;3;;;;;;2025;Outubro
15;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Alimentícios, Bebidas e Fumo;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Alimentícios, Bebidas e Fumo;;;4;7.0;-3;49;-0.057692307692307696;22.428571428571427;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Alimentícios, Bebidas e Fumo;;;1;0.0;1;18;0.058823529411764705;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Alimentícios, Bebidas e Fumo;;;10;14.0;-4;214;-0.01834862385321101;11.285714285714286;2025;Outubro
27.657894736842106;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Farmacêuticos, Perfumaria e Cosméticos e Artigos Médicos, ópticos e Ortopédicos;;;;;;;;;2025;Outubro
2.75;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Farmacêuticos, Perfumaria e Cosméticos e Artigos Médicos, ópticos e Ortopédicos;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Farmacêuticos, Perfumaria e Cosméticos e Artigos Médicos, ópticos e Ortopédicos;;;9;4.0;5;108;0.048543689320388349;2.75;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Farmacêuticos, Perfumaria e Cosméticos e Artigos Médicos, ópticos e Ortopédicos;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Farmacêuticos, Perfumaria e Cosméticos e Artigos Médicos, ópticos e Ortopédicos;;;34;;;;;;2025;Outubro
21.53846153846154;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Farmacêuticos, Perfumaria e Cosméticos e Artigos Médicos, ópticos e Ortopédicos;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Farmacêuticos, Perfumaria e Cosméticos e Artigos Médicos, ópticos e Ortopédicos;;;11;13.0;-2;111;-0.017699115044247787;21.53846153846154;2025;Outubro
36.19047619047619;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Farmacêuticos, Perfumaria e Cosméticos e Artigos Médicos, ópticos e Ortopédicos;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Farmacêuticos, Perfumaria e Cosméticos e Artigos Médicos, ópticos e Ortopédicos;;;4;2.0;2;25;0.086956521739130432;15;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Farmacêuticos, Perfumaria e Cosméticos e Artigos Médicos, ópticos e Ortopédicos;;;4;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Farmacêuticos, Perfumaria e Cosméticos e Artigos Médicos, ópticos e Ortopédicos;;;2;3.0;-1;117;-0.00847457627118644;38;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Farmacêuticos, Perfumaria e Cosméticos e Artigos Médicos, ópticos e Ortopédicos;;;22;16.0;6;381;0.016;38.5;2025;Outubro
13.28125;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados;;;;;;;;;2025;Outubro
9.6857142857142851;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados;;;32;35.0;-3;445;-0.0066964285714285711;9.6857142857142851;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados;;;1;0.0;1;13;0.083333333333333329;;2025;Outubro
3.7142857142857144;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados;;;1;0.0;6;0;0;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados;;;13;6.0;7;165;0.044303797468354431;4.333333333333333;2025;Outubro
14.25;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados;;;4;4.0;0;53;0;14.25;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados;;;23;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados;;;12;;;;;;2025;Outubro
23.777777777777779;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados;;;9;5.0;4;151;0.027210884353741496;12.6;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados;;;8;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados;;;0;1.0;-1;3;-0.25;1;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados;;;6;-0.14285714285714285;253;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados;;;4;3.0;1;111;0.00909090909090909;9.3333333333333339;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados;;;6;4.0;2;64;0.032258064516129031;4.5;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados;;;2;0.0;11;0.22222222222222221;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista de Produtos Novos não Especificados Anteriormente e de Produtos Usados;;;3;4.0;-1;43;-0.022727272727272728;16.25;2025;Outubro
11.206572769953052;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista Não-Especializado;;;;;;;;;2025;Outubro
11.043478260869565;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista Não-Especializado;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista Não-Especializado;;;22;7.0;15;248;0.064377682403433473;8.2857142857142865;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista Não-Especializado;;;167;177.0;-10;1949;-0.0051046452271567124;11.152542372881356;2025;Outubro
13;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista Não-Especializado;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista Não-Especializado;;;20;19.0;1;278;0.0036101083032490976;13;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista Não-Especializado;;;;;;;;;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista Não-Especializado;;;11;9.0;2;135;0.015037593984962405;11.666666666666666;2025;Outubro
;Botucatu;Comércio;Comércio, reparação de veículos automotores e motocicletas;Comércio, Reparação de Veículos Automotores e Motocicletas;Comércio Varejista;Comércio Varejista Não-Especializado;;;0;1.0;-1;9;-0.1;3;2025;Outubro
17.411338962605548;Botucatu;Serviços;;;;;;;;;;;;;2025;Outubro
22.636752136752136;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;;;;;;;;;;;;2025;Outubro
166;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Administração Pública, Defesa e Seguridade Social;;;;;;;;;;;2025;Outubro
166;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Administração Pública, Defesa e Seguridade Social;Administração Pública, Defesa e Seguridade Social;;;;;;;;;;2025;Outubro
166;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Administração Pública, Defesa e Seguridade Social;Administração Pública, Defesa e Seguridade Social;Administração do Estado e da Política Econômica e Social;;;;;;;;;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Administração Pública, Defesa e Seguridade Social;Administração Pública, Defesa e Seguridade Social;Administração do Estado e da Política Econômica e Social;;;;;;;;;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Administração Pública, Defesa e Seguridade Social;Administração Pública, Defesa e Seguridade Social;Administração do Estado e da Política Econômica e Social;;;2;1.0;166;0.0060606060606060606;166;;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Administração Pública, Defesa e Seguridade Social;Administração Pública, Defesa e Seguridade Social;Seguridade Social Obrigatória;;;;;;;;;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Administração Pública, Defesa e Seguridade Social;Administração Pública, Defesa e Seguridade Social;Seguridade Social Obrigatória;;;;;;;;;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Administração Pública, Defesa e Seguridade Social;Administração Pública, Defesa e Seguridade Social;Seguridade Social Obrigatória;;;1;;;;;;2025;Outubro
16.42;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;;;;;;;;;;;2025;Outubro
16.42;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;;;;;;;;;;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Atividades de Apoio à Educação;;;;;;;;;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Atividades de Apoio à Educação;;;;;;;;;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Atividades de Apoio à Educação;;;4;;;;;;2025;Outubro
8.7727272727272734;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Educação Infantil e Ensino Fundamental;;;;;;;;;2025;Outubro
9.25;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Educação Infantil e Ensino Fundamental;;;;;;;;;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Educação Infantil e Ensino Fundamental;;;13;12.0;1;166;0.0060606060606060606;9.25;2025;Outubro
9;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Educação Infantil e Ensino Fundamental;;;;;;;;;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Educação Infantil e Ensino Fundamental;;;4;1.0;3;267;0.011363636363636364;9;2025;Outubro
8.11111111111111;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Educação Infantil e Ensino Fundamental;;;;;;;;;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Educação Infantil e Ensino Fundamental;;;19;9.0;10;782;0.012953367875647668;8.11111111111111;2025;Outubro
13;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Educação Profissional de Nível Técnico e Tecnológico;;;;;;;;;2025;Outubro
13;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Educação Profissional de Nível Técnico e Tecnológico;;;;;;;;;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Educação Profissional de Nível Técnico e Tecnológico;;;2;2.0;0;15;0;13;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Educação Profissional de Nível Técnico e Tecnológico;;;;;;;;;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Educação Profissional de Nível Técnico e Tecnológico;;;0;2.0;6;0.5;;;2025;Outubro
10.857142857142858;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Educação Superior;;;;;;;;;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Educação Superior;;;;;;;;;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Educação Superior;;;11;9.0;820;0.0024449877750611247;10.444444444444445;;2025;Outubro
11.6;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Educação Superior;;;;;;;;;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Educação Superior;;;0;5.0;-5;74;-0.063291139240506333;11.6;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Ensino Médio;;;;;;;;;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Ensino Médio;;;;;;;;;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Ensino Médio;;;69;;;;;;2025;Outubro
37.5;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Outras Atividades de Ensino;;;;;;;;;2025;Outubro
39.25;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Outras Atividades de Ensino;;;;;;;;;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Outras Atividades de Ensino;;;0;1.0;-1;2;-0.33333333333333331;6;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Outras Atividades de Ensino;;;1;0.0;1;20;0.052631578947368418;;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Outras Atividades de Ensino;;;65;;;;;;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Outras Atividades de Ensino;;;5;5.0;0;309;0;54;2025;Outubro
;Botucatu;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais;Educação;Educação;Outras Atividades de Ensino;;;1;2.0;-1;27;-0.035714285714285712;19;2025;Outubro
